state,stusps,statefp,year,alf_spei_mean,alf_acres,irrigated_acres,non_irrigated_acres,alf_production,irrigated_production,non_irrigated_production,irr_share,alf_yield,irr_yield,non_irr_yield,haylage_acres,haylage_production,haylage_irrigated_acres,haylage_irrigated_ops,Export_Value,alf_price_usd_ton,hay_alf_usd_value,alf_sales_tons,irr_yield_tons_per_acre_method_gravity,irr_yield_tons_per_acre_method_pressure,non_irr_yield_tons_per_acre,irr_yield_tons_per_acre_general,irrigated_acres_method_gravity,irrigated_acres_method_pressure,irrigated_acres_source_on_farm_surface,irrigated_acres_total,non_irrigated_acres,water_applied_af_acre_method_gravity,water_applied_af_acre_method_pressure,water_applied_af_acre_general,irrigated_acres_source_off_farm,irrigated_acres_source_ground,hay_alf_usd,export_usd,avg_exp_rate,west,midwest
Colorado,CO,08,2020,-1.373980778,700000,NA,NA,2380000,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,9,209,497420000,1841083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497420000,9000,1.809336174661252e-5,1,0
Colorado,CO,08,2021,-0.468354848,780000,NA,NA,3120000,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,9,221,689520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689520000,9000,1.305255830142708e-5,1,0
Colorado,CO,08,2022,-0.711183077,1245129,564610,680519,3588267,NA,NA,0.453455024,2.9,NA,NA,52570,251822,50566,423,0,244,431636000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431636000,0,0,1,0
Colorado,CO,08,2023,0.157207304,650000,NA,NA,2210000,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,93,255,563550000,NA,NA,NA,NA,NA,257006,274632,111213,531638,NA,2,1.9,1.9,321911,124581,563550000,93000,1.6502528613255256e-4,1,0
Colorado,CO,08,2024,-0.254372611,675000,NA,NA,2498000,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,0,185,462130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462130000,0,0,1,0
Colorado,CO,08,2025,-0.762430522,620000,NA,NA,2356000,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,0,164,386384000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386384000,0,0,1,0
Connecticut,CT,09,2005,-0.725402004,8000,NA,NA,19000,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,0,194,3686000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3686000,0,0,0,0
Connecticut,CT,09,2006,0.505708454,7000,NA,NA,15000,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,0,210,3150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3150000,0,0,0,0
Connecticut,CT,09,2007,0.162428201,16343,NA,NA,36441,NA,NA,0,2.3,NA,NA,3916,23460,NA,NA,0,212,3816000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3816000,0,0,0,0
Connecticut,CT,09,2008,0.58084111,9000,NA,NA,23000,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,0,259,5957000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5957000,0,0,0,0
Connecticut,CT,09,2009,0.618722803,7000,NA,NA,14000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,227,3178000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3178000,0,0,0,0
Connecticut,CT,09,2010,-0.495652991,6000,NA,NA,12000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,221,2652000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2652000,0,0,0,0
Connecticut,CT,09,2011,0.888861471,5000,NA,NA,11000,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,0,243,2673000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2673000,0,0,0,0
Connecticut,CT,09,2012,-0.83264686,9883,25,9858,26972,NA,NA,0.002529596,2.8,NA,NA,3062,17355,NA,NA,0,267,3738000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3738000,0,0,0,0
Connecticut,CT,09,2013,6.92757e-4,7000,NA,NA,14000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,270,3780000,NA,NA,NA,4,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA,3780000,0,0,0,0
Connecticut,CT,09,2014,-0.140165121,8000,NA,NA,16000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,253,4048000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4048000,0,0,0,0
Connecticut,CT,09,2015,-0.896865644,7000,NA,NA,13000,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,0,188,2444000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2444000,0,0,0,0
Connecticut,CT,09,2016,-1.285156445,6000,NA,NA,11000,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,0,158,1738000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1738000,0,0,0,0
Connecticut,CT,09,2017,-0.083490394,17433,0,17433,34278,NA,NA,0,2.3,NA,NA,2662,9252,NA,NA,31,194,3492000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3492000,31000,0.008877434,0,0
Connecticut,CT,09,2018,0.391869449,7000,NA,NA,18000,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,31,210,3780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780000,31000,0.008201058,0,0
Connecticut,CT,09,2019,0.151934211,7000,NA,NA,13000,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,0,197,2561000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2561000,0,0,0,0
Connecticut,CT,09,2020,-0.818505814,6000,NA,NA,11000,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,0,210,2310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310000,0,0,0,0
Connecticut,CT,09,2021,0.268550151,6000,NA,NA,13000,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,0,215,2795000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2795000,0,0,0,0
Connecticut,CT,09,2022,0.133278802,15240,87,15153,27820,NA,NA,0.005708661,2.1,NA,NA,3730,13051,NA,NA,0,230,3450000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3450000,0,0,0,0
Connecticut,CT,09,2023,0.551530239,5000,NA,NA,11000,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,0,236,2596000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2596000,0,0,0,0
Connecticut,CT,09,2024,0.579873144,5000,NA,NA,11000,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,3,234,2574000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2574000,3000,0.001165501,0,0
Connecticut,CT,09,2025,-0.45768217,5000,NA,NA,10000,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,250,2500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500000,0,0,0,0
Delaware,DE,10,2005,0.032229089,5000,NA,NA,18000,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,169,3042000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3042000,NA,NA,0,0
Delaware,DE,10,2006,-0.345250114,5000,NA,NA,20000,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,150,3000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000000,NA,NA,0,0
Delaware,DE,10,2007,-0.694298839,8687,421,8266,26530,NA,NA,0.048463221,2.6,NA,NA,0,5945,0,3,NA,216,2808000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2808000,NA,NA,0,0
Delaware,DE,10,2008,-0.275104907,6000,NA,NA,20000,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,172,3440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3440000,NA,NA,0,0
Delaware,DE,10,2009,0.509413053,5000,NA,NA,20000,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,149,2980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2980000,NA,NA,0,0
Delaware,DE,10,2010,-0.993049407,5000,NA,NA,17000,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,191,3247000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3247000,NA,NA,0,0
Delaware,DE,10,2011,-0.603624015,5000,NA,NA,15000,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,262,3930000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3930000,NA,NA,0,0
Delaware,DE,10,2012,-1.494403406,10837,477,10360,29272,NA,NA,0.044015872,2.7,NA,NA,534,1752,NA,NA,NA,263,4208000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4208000,NA,NA,0,0
Delaware,DE,10,2013,0.811259898,6000,NA,NA,21000,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,203,4263000,NA,NA,NA,4.9,NA,NA,NA,NA,NA,1026,NA,NA,NA,NA,NA,4263000,NA,NA,0,0
Delaware,DE,10,2014,0.108517671,4000,NA,NA,11000,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,203,2233000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2233000,NA,NA,0,0
Delaware,DE,10,2015,-0.248114958,4000,NA,NA,11000,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,234,2574000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2574000,NA,NA,0,0
Delaware,DE,10,2016,-0.084846813,5000,NA,NA,14000,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,222,3108000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3108000,NA,NA,0,0
Delaware,DE,10,2017,0.338602112,7480,259,7221,26218,NA,NA,0.034625668,3.5,NA,NA,509,5253,NA,NA,NA,197,3546000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3546000,NA,NA,0,0
Delaware,DE,10,2018,0.746223642,4000,NA,NA,12000,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,194,2328000,NA,NA,6,NA,6,NA,162,NA,162,NA,NA,0.7,0.7,30,132,2328000,NA,NA,0,0
Delaware,DE,10,2019,-0.544842201,3000,NA,NA,9000,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,198,1782000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1782000,NA,NA,0,0
Delaware,DE,10,2020,0.188076064,4000,NA,NA,10000,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,198,1980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980000,NA,NA,0,0
Delaware,DE,10,2021,-0.152402328,3000,NA,NA,7000,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,211,1477000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1477000,NA,NA,0,0
Delaware,DE,10,2022,-0.923690045,3619,208,3411,9935,NA,NA,0.057474440453163855,2.85,NA,NA,71,452,NA,NA,NA,201,1206000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206000,NA,NA,0,0
Delaware,DE,10,2023,-0.142875462,4000,NA,NA,13000,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,235,3055000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3055000,NA,NA,0,0
Delaware,DE,10,2024,-0.621835793,3000,NA,NA,8000,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,236,1888000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888000,NA,NA,0,0
Delaware,DE,10,2025,0.112367786,3000,NA,NA,11000,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,240,2640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2640000,NA,NA,0,0
District Of Columbia,DC,11,2020,0.773076266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
District Of Columbia,DC,11,2021,0.17613223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
District Of Columbia,DC,11,2025,-0.041904286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Florida,FL,12,2005,0.861420648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37000,NA,0,0
Florida,FL,12,2006,-1.438289599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
Florida,FL,12,2007,-1.331544575,6951,1071,5880,14993,NA,NA,0.1540785498489426,2.156955834,NA,NA,1010,7177,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,NA,0,0
Florida,FL,12,2008,-0.28366373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,NA,0,0
Florida,FL,12,2009,0.764554283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,NA,0,0
Florida,FL,12,2010,-0.785401781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000,NA,0,0
Florida,FL,12,2015,-0.953883495,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34000,NA,0,0
Florida,FL,12,2016,-0.530605834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,0,0
Florida,FL,12,2017,-0.120927879,10167,886,9281,22134,NA,NA,0.087144684,2.177043376,NA,NA,6185,72193,3067,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
Florida,FL,12,2018,0.026885297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
Florida,FL,12,2019,-0.802565707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,0,0
Florida,FL,12,2022,0.014231371,13288,732,12556,37772,NA,NA,0.055087296809151115,2.84256472,NA,NA,7517,55987,2739,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,0,0
Florida,FL,12,2023,-0.647498592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,NA,NA,NA,0.6,NA,NA,NA,21000,NA,0,0
Florida,FL,12,2024,0.423164299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,0,0
Georgia,GA,13,2005,1.01938184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,NA,0,0
Georgia,GA,13,2006,-1.232538342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
Georgia,GA,13,2007,-1.11116285,1655,243,1412,4810,NA,NA,0.14682779456193354,2.906344411,NA,NA,802,2754,116,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,NA,0,0
Georgia,GA,13,2008,-0.532794741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
Georgia,GA,13,2009,0.395518458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,NA,0,0
Georgia,GA,13,2010,-0.537771781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
Georgia,GA,13,2011,-1.141030633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,NA,0,0
Georgia,GA,13,2012,-0.804715925,1599,268,1331,3429,NA,NA,0.16760475297060662,2.144465291,NA,NA,1387,6952,204,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
Georgia,GA,13,2013,1.392619922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,8,NA,8,NA,48,NA,48,NA,NA,0.3,0.3,NA,48,NA,45000,NA,0,0
Georgia,GA,13,2014,0.108722907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146000,NA,0,0
Georgia,GA,13,2015,-0.333676598,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131000,NA,0,0
Georgia,GA,13,2016,-0.856943082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
Georgia,GA,13,2017,-0.324101101,10066,947,9119,24171,NA,NA,0.094079078,2.401251739,NA,NA,3096,30667,284,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
Georgia,GA,13,2018,0.27302326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,7,NA,7,NA,1145,570,1145,NA,NA,0.2,0.2,NA,575,NA,0,NA,0,0
Georgia,GA,13,2019,-0.912084477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34000,NA,0,0
Georgia,GA,13,2020,0.293849004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,0,0
Georgia,GA,13,2021,0.327887593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000,NA,0,0
Georgia,GA,13,2022,-0.756481412,22948,639,22309,43936,NA,NA,0.027845563883562838,1.914589507,NA,NA,4943,23774,149,5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,NA,0,0
Georgia,GA,13,2023,0.058417744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58000,NA,0,0
Georgia,GA,13,2024,0.512024958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64000,NA,0,0
Georgia,GA,13,2025,0.415877563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43000,NA,0,0
Idaho,ID,16,2005,0.602541595,1100000,870000,230000,4620000,4263000,357000,0.7909090909090909,4.2,4.9,1.55,60000,630000,NA,NA,2227,112,517440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517440000,2227000,0.004303881,1,0
Idaho,ID,16,2006,-0.324794969,1130000,910000,220000,4859000,4510000,349000,0.8053097345132744,4.3,4.96,1.59,90000,1260000,NA,NA,1864,120,583080000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583080000,1864000,0.003196817,1,0
Idaho,ID,16,2007,-1.416112126,2187520,1791092,220000,8969543,4455000,260000,0.8187774283206554,4.1,4.79,1.18,146411,1683557,70145,349,1015,143,674245000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674245000,1015000,0.001505388,1,0
Idaho,ID,16,2008,-0.424178141,1130000,900000,230000,4972000,4597000,375000,0.7964601769911505,4.4,5.1,1.65,80000,1184000,NA,NA,989,201,999372000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999372000,989000,9.896214822908787e-4,1,0
Idaho,ID,16,2009,0.454616881,1140000,NA,NA,4788000,NA,NA,0,4.2,NA,NA,65000,683000,NA,NA,939,112,536256000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536256000,939000,0.001751029,1,0
Idaho,ID,16,2010,0.49192019,1130000,NA,NA,4746000,NA,NA,0,4.2,NA,NA,85000,935000,NA,NA,1108,127,602742000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602742000,1108000,0.001838266,1,0
Idaho,ID,16,2011,0.690256809,1000000,NA,NA,4300000,NA,NA,0,4.3,NA,NA,85000,1063000,NA,NA,691,221,950300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950300000,691000,7.271387982742292e-4,1,0
Idaho,ID,16,2012,-1.002940641,2067761,811911,1255850,8126325,NA,NA,0.39265224559318024,4,NA,NA,174734,1923706,86639,455,638,193,802880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802880000,638000,7.946392985253088e-4,1,0
Idaho,ID,16,2013,-1.118581508,1120000,NA,NA,4256000,NA,NA,0,3.8,NA,NA,65000,813000,NA,NA,422,193,821408000,NA,5.4,5.2,1.1,5.3,138892,733315,118929,872207,48091,2,1.9,1.9,478317,301358,821408000,422000,5.137519965717402e-4,1,0
Idaho,ID,16,2014,-0.093577749,1090000,NA,NA,4251000,NA,NA,0,3.9,NA,NA,80000,920000,NA,NA,143,200,850200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850200000,143000,1.6819571865443425e-4,1,0
Idaho,ID,16,2015,-0.542697995,1000000,NA,NA,4200000,NA,NA,0,4.2,NA,NA,70000,770000,NA,NA,12,170,714000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714000000,12000,1.680672268907563e-5,1,0
Idaho,ID,16,2016,-0.599334038,1000000,NA,NA,4400000,NA,NA,0,4.4,NA,NA,100000,1300000,NA,NA,5,129,567600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567600000,5000,8.809020436927414e-6,1,0
Idaho,ID,16,2017,-0.244268642,2193062,918373,1274689,8801851,NA,NA,0.41876289863214083,4,NA,NA,163825,1584417,96663,490,0,136,576640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576640000,0,0,1,0
Idaho,ID,16,2018,-0.605261294,1050000,NA,NA,4410000,NA,NA,0,4.2,NA,NA,85000,765000,NA,NA,0,152,670320000,NA,4.7,5.4,NA,5.2,167525,688986,106128,856511,NA,1.9,1.8,1.8,498002,267817,670320000,0,0,1,0
Idaho,ID,16,2019,0.331033923,1010000,NA,NA,4444000,NA,NA,NA,4.4,NA,NA,115000,1438000,NA,NA,10,158,702152000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702152000,10000,1.424193052216614e-5,1,0
Idaho,ID,16,2020,-0.367750522,1010000,NA,NA,4545000,NA,NA,NA,4.5,NA,NA,105000,998000,NA,NA,182,157,713565000,1940649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713565000,182000,2.5505735286904485e-4,1,0
Idaho,ID,16,2021,-1.322133011,960000,NA,NA,3936000,NA,NA,NA,4.1,NA,NA,100000,1340000,NA,NA,123,213,838368000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838368000,123000,1.4671361502347418e-4,1,0
